userid,ATMS_1,ATMS_2,ATMS_3,ATMS_4,ATMS_5,ATMS_6,ATMS_7,ATMS_8,max_TMS_1,max_TMS_2,max_TMS_3,max_TMS_4,max_TMS_5,max_TMS_6,max_TMS_7,max_TMS_8,min_TMS_1,min_TMS_2,min_TMS_3,min_TMS_4,min_TMS_5,min_TMS_6,min_TMS_7,min_TMS_8,length_1,length_2,length_3,length_4,length_5,length_6,length_7,length_8,accel_x_1,accel_x_2,accel_x_3,accel_x_4,accel_x_5,accel_x_6,accel_x_7,accel_x_8,accel_y_1,accel_y_2,accel_y_3,accel_y_4,accel_y_5,accel_y_6,accel_y_7,accel_y_8,accel_z_1,accel_z_2,accel_z_3,accel_z_4,accel_z_5,accel_z_6,accel_z_7,accel_z_8,max_accel_x_1,max_accel_x_2,max_accel_x_3,max_accel_x_4,max_accel_x_5,max_accel_x_6,max_accel_x_7,max_accel_x_8,min_accel_x_1,min_accel_x_2,min_accel_x_3,min_accel_x_4,min_accel_x_5,min_accel_x_6,min_accel_x_7,min_accel_x_8,max_accel_y_1,max_accel_y_2,max_accel_y_3,max_accel_y_4,max_accel_y_5,max_accel_y_6,max_accel_y_7,max_accel_y_8,min_accel_y_1,min_accel_y_2,min_accel_y_3,min_accel_y_4,min_accel_y_5,min_accel_y_6,min_accel_y_7,min_accel_y_8,max_accel_z_1,max_accel_z_2,max_accel_z_3,max_accel_z_4,max_accel_z_5,max_accel_z_6,max_accel_z_7,max_accel_z_8,min_accel_z_1,min_accel_z_2,min_accel_z_3,min_accel_z_4,min_accel_z_5,min_accel_z_6,min_accel_z_7,min_accel_z_8,total_accel_1,total_accel_2,total_accel_3,total_accel_4,total_accel_5,total_accel_6,total_accel_7,total_accel_8,gyro_x_1,gyro_x_2,gyro_x_3,gyro_x_4,gyro_x_5,gyro_x_6,gyro_x_7,gyro_x_8,gyro_y_1,gyro_y_2,gyro_y_3,gyro_y_4,gyro_y_5,gyro_y_6,gyro_y_7,gyro_y_8,gyro_z_1,gyro_z_2,gyro_z_3,gyro_z_4,gyro_z_5,gyro_z_6,gyro_z_7,gyro_z_8,max_gyro_x_1,max_gyro_x_2,max_gyro_x_3,max_gyro_x_4,max_gyro_x_5,max_gyro_x_6,max_gyro_x_7,max_gyro_x_8,min_gyro_x_1,min_gyro_x_2,min_gyro_x_3,min_gyro_x_4,min_gyro_x_5,min_gyro_x_6,min_gyro_x_7,min_gyro_x_8,max_gyro_y_1,max_gyro_y_2,max_gyro_y_3,max_gyro_y_4,max_gyro_y_5,max_gyro_y_6,max_gyro_y_7,max_gyro_y_8,min_gyro_y_1,min_gyro_y_2,min_gyro_y_3,min_gyro_y_4,min_gyro_y_5,min_gyro_y_6,min_gyro_y_7,min_gyro_y_8,max_gyro_z_1,max_gyro_z_2,max_gyro_z_3,max_gyro_z_4,max_gyro_z_5,max_gyro_z_6,max_gyro_z_7,max_gyro_z_8,min_gyro_z_1,min_gyro_z_2,min_gyro_z_3,min_gyro_z_4,min_gyro_z_5,min_gyro_z_6,min_gyro_z_7,min_gyro_z_8,total_gyro_1,total_gyro_2,total_gyro_3,total_gyro_4,total_gyro_5,total_gyro_6,total_gyro_7,total_gyro_8
fZGMlMXvdVPUhsubnq9I3nme73B3,9.0726625233309e-07,7.2799495045549e-07,1.17707997662665e-06,,,,2.795238095238e-08,1.38116134789463e-06,3.01131219319505e-06,1.69412591909745e-06,2.00265487853e-06,,,,2.795238095238e-08,1.98971378721093e-06,2.774666666667e-08,1.5504405902436e-07,1.1075423242477e-07,,,,2.795238095238e-08,9.2309918563486e-07,207.813738,210.644243,260.447405,,,,0.587,199.976796,-0.943905,-0.51014,-0.668182,,,,0.70095,-0.737869,4.669695,5.35994,5.322164,,,,6.63705,5.121244,8.600985,7.99285,8.13165,,,,6.924,8.232512,0.069,0.405,0.663,,,,0.70095,0.22305,-1.27995,-1.26105,-1.16505,,,,0.70095,-1.42395,6.12,6.51195,6.627,,,,6.63705,6.177,4.185,4.15605,4.55895,,,,6.63705,4.35795,10.563,9.54795,9.309,,,,6.924,10.4681,6.54105,6.36795,6.50295,,,,6.924,6.40695,9.907212,9.768568,9.814359,,,,9.616836,9.839198,-0.899388,0.348132,0.4394,,,,0.916575,-0.069369,0.715536,-0.189218,-0.303325,,,,-0.757762,-0.031591,0.40634,0.015491,-0.386225,,,,-0.227838,-0.327731,0.048262,1.309,1.39246,,,,0.916575,0.138187,-1.64478,-1.04266,-0.01925,,,,0.916575,-0.618475,1.12063,0.875462,-0.10395,,,,-0.757762,0.368225,-0.0033,-0.819088,-0.806713,,,,-0.757762,-0.337975,1.06562,1.09092,0.044688,,,,-0.227838,0.461175,-0.59015,-0.771375,-0.927162,,,,-0.227838,-0.988625,1.31643,1.098492,0.727151,,,,1.210877,0.689153
fZGMlMXvdVPUhsubnq9I3nme73B3,1.01633220782782e-06,6.1109624443108e-07,1.1726303134752e-06,,,,4.945454545454e-08,1.18181193005966e-06,2.5175e-06,1.29363220975579e-06,1.70840855141465e-06,,,,4.945454545454e-08,2.17000645798156e-06,1.315789473684e-08,2.2721108887166e-07,2.4042857142857e-07,,,,4.945454545454e-08,5.8770604426334e-07,159.708359,119.33735,345.883676,,,,1.088,264.500643,-0.8089,-0.608685,-0.8032,,,,0.92205,-1.200615,4.75445,5.075595,5.00494,,,,6.38805,4.295295,8.175567,8.036685,8.25454,,,,7.03905,9.209085,0.14595,0.03105,0.903,,,,0.92205,0.09795,-1.46205,-1.443,-1.35705,,,,0.92205,-1.491,5.85195,6.20595,6.43605,,,,6.38805,5.65995,3.927,3.936,3.99405,,,,6.38805,3.984,9.14595,9.663,9.97905,,,,7.03905,9.90195,7.116,6.66495,6.483,,,,7.03905,7.13505,9.571768,9.631055,9.814543,,,,9.550161,10.272406,-0.188941,0.465451,0.416414,,,,0.982575,-0.595926,0.172227,-0.311025,-0.340624,,,,-0.841088,0.449405,0.028493,-0.339886,-0.301272,,,,-0.192638,0.223327,0.620538,1.24451,1.43784,,,,0.982575,0.607612,-1.26198,-0.654912,-0.107112,,,,0.982575,-1.61686,0.9449,0.500912,0.017875,,,,-0.841088,1.31093,-0.495,-0.906125,-1.10467,,,,-0.841088,-0.444537,0.703725,0.591525,-0.045512,,,,-0.192638,0.893888,-0.675812,-0.814412,-0.70345,,,,-0.192638,-0.613388,1.031505,1.115597,0.658389,,,,1.307667,1.024793
fZGMlMXvdVPUhsubnq9I3nme73B3,1.25549780790775e-06,1.16078249262569e-06,6.4998102072147e-07,,,,,1.24569456819953e-06,3.51653545766284e-06,1.85458172374913e-06,1.50407301835092e-06,,,,,3.17704143339857e-06,3.347619047619e-08,8.354440627636e-08,3.052941176471e-08,,,,,4.2407450625004e-07,219.059173,263.081971,195.427267,,,,,198.184295,-0.976125,-1.052412,-0.130564,,,,,-0.902433,4.6785,4.8085,5.862546,,,,,4.752433,8.451506,8.6359,7.386986,,,,,8.815983,0.19395,0.108,0.43305,,,,,0.357,-1.42395,-1.37595,-1.32795,,,,,-1.67295,5.871,6.273,6.35895,,,,,5.871,4.176,4.233,4.35795,,,,,4.21395,9.318,9.45195,9.28995,,,,,9.97005,7.278,6.35895,6.33,,,,,6.95295,9.761001,9.988023,9.503573,,,,,10.148111,-0.251196,-0.047002,0.774371,,,,,-0.256758,-0.028875,0.129353,-0.553329,,,,,0.014269,-0.291483,0.149749,-0.204129,,,,,-0.243467,0.681175,1.1946,1.28356,,,,,0.709638,-1.04266,-0.896775,-0.348975,,,,,-1.43069,0.623563,0.766425,0.388712,,,,,0.977212,-0.814138,-0.63745,-0.912862,,,,,-0.848512,0.119625,1.00416,0.72325,,,,,0.212162,-0.61655,-0.502012,-0.697263,,,,,-0.606788,1.007018,0.735412,1.179575,,,,,1.000404
vFzaVrrP3CSltFTn3XctTBCEMXE3,1.01635611158268e-06,3.3834507107379e-07,8.2964509812945e-07,,,,,1.63783282092968e-06,1.93000000000001e-06,6.0293515348498e-07,2.03075866301361e-06,,,,,2.27410769572461e-06,3.9584216492341e-07,1.8596052898156e-07,1.24875e-07,,,,,3.099026858027e-08,249.257598,27.905219,406.471522,,,,,205.258175,-3.270531,-3.006037,-1.75113,,,,,-3.8645,4.238746,3.96,4.478922,,,,,5.14765,8.487312,8.9805,8.49801,,,,,7.120175,-2.67795,-2.76405,-1.194,,,,,-3.39705,-3.75105,-3.15705,-2.58195,,,,,-4.479,4.80795,4.06995,4.923,,,,,5.31495,3.936,3.90705,4.041,,,,,4.96995,8.89695,9.165,8.84895,,,,,7.977,7.824,8.667,8.025,,,,,6.579,10.048576,10.266274,9.778084,,,,,9.618314,-0.415229,-0.843975,0.001727,,,,,0.643134,-0.406196,0.083462,-0.206635,,,,,0.154871,-0.018679,0.898528,0.379599,,,,,-0.741492,0.38555,-0.765188,0.2783,,,,,0.713488,-0.946825,-0.918775,-0.685162,,,,,0.518788,-0.005088,0.10175,0.067238,,,,,0.244888,-0.934313,0.066,-0.597713,,,,,-0.064213,0.709775,0.927575,0.9757,,,,,-0.532263,-0.474238,0.84205,-0.113163,,,,,-0.85965,0.811329,1.237143,0.641299,,,,,0.999409
vFzaVrrP3CSltFTn3XctTBCEMXE3,1.3267248328079e-06,1.56527692733238e-06,7.237550296987e-07,,,,,2.68971772673863e-06,2.88615157560294e-06,2.29694131196794e-06,1.48944436997493e-06,,,,,3.92494829622349e-06,7.0746341071627e-07,6.6341936926471e-07,5.569696969697e-08,,,,,1.0587474157685e-07,236.029708,182.504372,258.75986,,,,,189.242049,-2.976375,-1.984,-1.342658,,,,,-3.684,3.470363,3.425325,3.30665,,,,,4.733288,9.10635,9.211325,9.193828,,,,,7.503487,-2.41995,-1.74,-0.96405,,,,,-3.033,-3.59805,-2.22795,-2.11305,,,,,-4.37295,4.11795,3.57195,3.84,,,,,4.84605,3.22695,3.15105,2.892,,,,,4.50105,9.54795,9.53895,10.1231,,,,,8.17905,8.39895,8.88705,8.59995,,,,,7.00995,10.200439,10.02864,9.875993,,,,,9.614332,-0.403562,-0.99527,-0.258141,,,,,0.292119,0.032192,-0.317396,-0.277582,,,,,0.663369,-0.214276,0.661925,0.613273,,,,,-0.627962,0.169813,-0.802037,0.060088,,,,,0.354612,-1.14482,-1.09986,-0.6886,,,,,0.21945,0.337837,0.021588,-0.2035,,,,,0.750063,-0.143,-0.660412,-0.345537,,,,,0.513975,-0.040425,0.878487,1.03551,,,,,-0.497337,-0.43065,0.1771,0.081812,,,,,-0.6952,0.577009,1.27849,0.762158,,,,,0.959247
vFzaVrrP3CSltFTn3XctTBCEMXE3,1.3012293046669e-06,7.2919877608231e-07,1.76716587346934e-06,,1.057580970257e-08,,,2.34694294737393e-06,2.17684210526315e-06,1.59548602019103e-06,2.94077994809626e-06,,1.057580970257e-08,,,2.84421458842332e-06,3.661643835616e-08,1.7365189097373e-07,6.955294117647e-07,,1.057580970257e-08,,,1.62131049544998e-06,227.804424,141.473951,351.951301,,0.179789,,,194.798625,-3.828667,-2.134185,-1.8105,,-1.68195,,,-3.88275,4.1171,4.01079,3.915195,,4.329,,,4.8078,8.031783,8.87379,8.887095,,8.30295,,,7.366763,-3.10005,-1.32795,-1.03095,,-1.68195,,,-3.41595,-4.85205,-3.35805,-2.95605,,-1.68195,,,-4.59405,4.60695,4.22295,4.08,,4.329,,,4.94205,3.74505,3.84,3.81195,,4.329,,,4.64505,9.27,9.45195,9.65295,,8.30295,,,7.64205,7.116,8.418,7.824,,8.30295,,,7.21095,9.833245,9.996362,9.897497,,9.513578,,,9.628344,0.246232,-0.447645,-0.525319,,0.001238,,,0.740369,-0.132672,-0.475901,-0.296958,,-0.234025,,,0.263725,-0.560649,0.544513,1.034193,,0.424188,,,-0.97257,0.880825,-0.038362,-0.223025,,0.001238,,,0.820463,-0.37895,-0.85195,-0.745663,,0.001238,,,0.665225,0.566225,-0.278025,-0.246125,,-0.234025,,,0.434913,-0.519612,-0.812762,-0.435875,,-0.234025,,,0.09185,-0.099,0.892237,1.22238,,0.424188,,,-0.865562,-1.1242,0.058712,0.715962,,0.424188,,,-1.07057,0.760048,0.948553,1.219717,,0.484463,,,1.254774
vFzaVrrP3CSltFTn3XctTBCEMXE3,1.28495933898629e-06,1.02628303914852e-06,1.31324228286412e-06,,6.3990434405661e-07,,,2.15230467285618e-06,2.38725515964084e-06,2.49874262442633e-06,2.11820257092845e-06,,8.8231332460083e-07,,,4.23623661122672e-06,5.3937574130787e-07,3.673483774972e-07,6.069696969697e-08,,3.9749536351238e-07,,,1.603287766908e-08,188.191217,187.284249,226.217687,,21.756748,,,229.566802,-3.15225,-1.75145,-1.4428,,-1.194,,,-3.5574,3.286144,3.3721,3.292333,,3.108,,,4.2024,8.876625,9.28835,9.029767,,9.4665,,,8.32239,-2.487,-1.17495,-1.18395,,-1.098,,,-3.06105,-3.59805,-2.343,-1.749,,-1.29,,,-3.97095,3.678,3.60105,3.64905,,3.31395,,,4.377,3.15105,3.11295,3.15105,,2.90205,,,3.95505,9.462,9.93105,9.912,,9.567,,,9.07905,8.42805,8.466,8.59005,,9.366,,,7.20195,9.98823,10.049575,9.725196,,10.037921,,,10.000206,-0.161442,-0.420521,-0.280286,,-0.081125,,,0.650595,-0.084459,-0.371265,-0.430466,,-0.191056,,,0.68255,-0.611806,0.296832,0.808546,,0.3201,,,-0.488317,0.276375,-0.153863,-0.1199,,-0.077412,,,0.8558,-0.737137,-0.70565,-0.492112,,-0.084838,,,0.414975,0.336188,-0.272388,-0.216975,,-0.19085,,,0.738925,-0.564713,-0.575162,-0.5731,,-0.191262,,,0.558662,-0.54285,0.792413,1.00513,,0.355437,,,-0.384037,-0.672925,-0.522088,0.413188,,0.284763,,,-0.601425,0.777532,0.807974,0.963474,,0.381958,,,1.074821
vFzaVrrP3CSltFTn3XctTBCEMXE3,1.59973857165618e-06,1.26111297992542e-06,7.1749318751985e-07,,,,,2.04000485416028e-06,3.14180849777292e-06,2.21900287379405e-06,1.55657306363118e-06,,,,,4.55022522580327e-06,1.02259901732281e-06,2.3315401001815e-07,2.842e-08,,,,,4.887126790299e-08,238.806298,202.613844,232.054285,,,,,172.68328,-3.385714,-1.718269,-1.118934,,,,,-4.11099,3.19185,3.177112,3.050316,,,,,4.164,8.806564,9.412856,9.294878,,,,,7.6902,-2.65005,-0.744,-0.62895,,,,,-3.67395,-3.81795,-2.55405,-1.65405,,,,,-4.479,3.52395,3.39,3.61095,,,,,4.338,3.02595,2.988,2.82495,,,,,4.05105,9.222,9.96,10.592,,,,,8.39895,8.49495,8.859,8.23605,,,,,7.365,9.971224,10.100224,9.854883,,,,,9.67457,0.032509,-0.588586,-0.244862,,,,,0.814798,0.201162,-0.662561,-0.445594,,,,,0.996545,-0.70125,0.001066,0.662991,,,,,-0.636515,0.449625,-0.093362,-0.031488,,,,,1.11059,-0.603075,-0.862262,-0.592625,,,,,0.598125,0.772475,-0.223438,-0.054862,,,,,1.25084,-0.400813,-1.11994,-0.755838,,,,,0.8833,-0.557012,0.600875,1.06604,,,,,-0.5203,-0.78155,-0.677188,0.1199,,,,,-0.736313,0.875523,1.015214,0.842609,,,,,1.446807
vFzaVrrP3CSltFTn3XctTBCEMXE3,2.12420686950708e-06,1.15675059764067e-06,1.05566478303686e-06,,,,,2.15140352651289e-06,3.38482910947451e-06,1.69846887694522e-06,1.92547190638652e-06,,,,,3.42636849713001e-06,6.3357369342485e-07,6.1879619711502e-07,1.1023529411765e-07,,,,,2.8506102654305e-07,294.000493,182.46209,238.113338,,,,,118.267774,-3.451264,-1.931271,-1.32075,,,,,-4.12135,3.50115,3.302721,3.103688,,,,,4.31265,8.599843,9.237586,9.366917,,,,,7.19835,-3.12795,-0.993,-1.01205,,,,,-4.04805,-3.91395,-2.90805,-1.74,,,,,-4.17195,4.15605,3.486,3.20805,,,,,4.338,2.91105,3.10305,2.95905,,,,,4.281,9.567,10.1231,10.2191,,,,,7.69005,7.69995,8.475,8.361,,,,,6.84705,9.921259,10.016479,9.960606,,,,,9.352071,0.430787,-0.632283,-0.386719,,,,,1.027355,0.355968,-0.687402,-0.516038,,,,,1.097618,-0.798639,-0.206446,0.840537,,,,,-0.715871,0.752262,-0.2376,-0.2244,,,,,1.27284,0.134475,-1.02341,-0.62425,,,,,0.814,0.680488,-0.269225,-0.131175,,,,,1.52859,0.004125,-1.01214,-1.05394,,,,,0.764775,-0.547938,0.894575,1.23379,,,,,-0.685025,-0.923037,-0.758587,0.284763,,,,,-0.743738,1.003255,1.128997,1.108545,,,,,1.673303
vFzaVrrP3CSltFTn3XctTBCEMXE3,1.81690523168644e-06,1.69202603177544e-06,1.02359560633686e-06,,,,2.06875e-08,2.25694331141965e-06,2.68647058823528e-06,2.68360481093063e-06,2.40170588235294e-06,,,,2.06875e-08,3.25810321784394e-06,5.8593377993052e-07,3.9490179257791e-07,2.6717647058824e-07,,,,2.06875e-08,2.0044345622625e-07,221.504964,180.781181,259.117066,,,,0.331,200.331559,-3.527525,-2.482,-1.296688,,,,-1.17495,-4.081238,3.213175,3.184325,3.138,,,,3.35205,3.926512,8.5585,9.446025,9.22485,,,,9.28995,7.86975,-3.26205,-1.82595,-1.03095,,,,-1.17495,-3.50205,-3.75105,-3.20505,-1.941,,,,-1.17495,-4.51695,3.81195,3.46695,3.294,,,,3.35205,4.00305,2.65305,2.787,2.95005,,,,3.35205,3.85995,9.04995,9.59595,9.68205,,,,9.28995,8.418,7.968,9.28005,8.33205,,,,9.28995,7.49895,9.811429,10.289309,9.836679,,,,9.945849,9.709507,0.206158,-0.67281,-0.346191,,,,-0.0407,0.68396,0.22165,-0.475315,-0.631961,,,,-0.39435,1.069476,-0.501531,-0.021702,0.778731,,,,0.258913,-0.736003,0.4048,-0.225362,-0.0572,,,,-0.0407,0.838475,-0.0055,-0.819225,-0.813587,,,,-0.0407,0.505588,0.647075,-0.139425,-0.433262,,,,-0.39435,1.19144,-0.039462,-0.634838,-0.773987,,,,-0.39435,0.892375,-0.317212,0.746625,1.03689,,,,0.258913,-0.654912,-0.693963,-0.4686,0.326425,,,,0.258913,-0.7854,0.611619,0.940575,1.099845,,,,0.473502,1.473054
vFzaVrrP3CSltFTn3XctTBCEMXE3,2.11331134047755e-06,1.08685570868486e-06,1.54715736247285e-06,,,,1.023529411765e-08,1.64509238188152e-06,3.37750510963714e-06,2.19743190863325e-06,2.40504036153762e-06,,,,1.023529411765e-08,3.91718265002824e-06,9.4543027863757e-07,5.2367521102645e-07,1.706552285494e-07,,,,1.023529411765e-08,1.7503846099664e-07,264.909554,184.854789,266.765027,,,,0.174,159.877557,-3.542979,-1.973119,-1.503467,,,,-1.06905,-4.137,3.43545,3.118481,3.059433,,,,3.21795,4.3223,8.337429,9.683381,9.081906,,,,9.07905,7.49235,-3.36795,-1.098,-1.11705,,,,-1.06905,-4.029,-3.72195,-3.07095,-2.15205,,,,-1.06905,-4.25805,4.233,3.22695,3.237,,,,3.21795,4.377,2.90205,3.00705,2.835,,,,3.21795,4.27095,8.62905,9.97905,10.0271,,,,9.07905,7.68105,7.93005,9.261,8.121,,,,9.07905,7.24005,9.703067,10.388147,9.71064,,,,9.691606,9.589151,0.443241,-0.460109,-0.601043,,,,-0.131863,0.797775,0.254689,-0.710153,-0.612226,,,,-0.302913,0.981978,-0.632814,0.036196,0.705849,,,,0.818675,-0.541566,0.609537,0.17325,-0.17655,,,,-0.131863,0.978588,0.282425,-0.969238,-0.774813,,,,-0.131863,0.646662,0.758725,-0.201713,-0.406862,,,,-0.302913,1.17741,-0.075488,-1.14936,-0.919325,,,,-0.302913,0.841362,-0.589737,1.39576,1.45049,,,,0.818675,-0.482212,-0.672238,-0.799975,-0.319137,,,,0.818675,-0.597162,0.867346,1.33236,1.267324,,,,0.882821,1.381501
vFzaVrrP3CSltFTn3XctTBCEMXE3,1.6052953030151e-06,2.2617884006919e-06,9.8139877179639e-07,,9.895702990346e-08,,,2.35248582798512e-06,2.61059384459805e-06,2.57387763843899e-06,1.86923513862227e-06,,9.895702990346e-08,,,3.36751934211688e-06,1.12010692303509e-06,1.48102837630591e-06,2.7964285714286e-07,,9.895702990346e-08,,,3.6220440163875e-07,193.733697,210.979508,230.240142,,3.760367,,,215.921915,-3.454,-1.88922,-1.088359,,-1.08795,,,-3.44439,3.366325,3.59901,3.30855,,3.11295,,,4.31943,8.7482,9.11319,9.343573,,8.83905,,,7.75323,-3.10005,-1.443,-0.73395,,-1.08795,,,-3.15705,-3.837,-2.697,-1.75905,,-1.08795,,,-3.92295,3.64905,3.783,3.47595,,3.11295,,,4.49205,3.237,3.37095,3.132,,3.11295,,,3.984,9.48105,9.77805,10.0271,,8.83905,,,9.222,7.98705,8.55195,8.67705,,8.83905,,,6.93405,9.993537,9.987601,9.978339,,9.434135,,,9.544827,0.320627,-0.508777,-0.28125,,-0.21505,,,0.981284,0.149256,-0.874336,-0.704825,,-0.0979,,,0.996958,-0.600004,-0.604725,0.686724,,0.532675,,,-0.491012,0.628237,-0.209688,-0.199925,,-0.21505,,,1.18333,0.180812,-0.714312,-0.426113,,-0.21505,,,0.818263,0.513975,-0.48015,-0.307175,,-0.0979,,,1.49889,-0.194012,-1.19859,-0.945312,,-0.0979,,,0.656012,-0.516038,-0.30525,1.27146,,0.532675,,,-0.464612,-0.655187,-0.832012,-0.178888,,0.532675,,,-0.520437,0.74916,1.205285,1.12615,,0.582729,,,1.490373
vFzaVrrP3CSltFTn3XctTBCEMXE3,1.25636964397423e-06,1.00582596499146e-06,1.80484121761913e-06,,,,,2.45622197563628e-06,2.65455045315705e-06,2.53000697324431e-06,2.62655462878522e-06,,,,,2.9643204844038e-06,7.013559322034e-08,2.319363055388e-07,8.9253891001029e-07,,,,,6.2369572143889e-07,225.541812,217.901351,233.363256,,,,,205.817147,-3.463762,-1.5165,-1.361957,,,,,-3.95982,3.357863,3.3483,3.204279,,,,,3.99921,8.454,9.494505,9.138879,,,,,8.32401,-2.91795,-1.16505,-1.13595,,,,,-3.042,-3.84705,-2.57295,-1.5,,,,,-4.728,4.482,3.61095,3.35205,,,,,4.06095,2.892,3.22695,3.12195,,,,,3.90705,9.39495,9.69195,9.58605,,,,,8.53305,7.173,9.12705,8.667,,,,,7.79505,9.766059,10.191094,9.782042,,,,,10.071489,0.104225,-0.368005,-0.403052,,,,,0.824313,0.218041,-0.548804,-0.708282,,,,,0.932306,-0.573426,0.314902,0.757684,,,,,-0.648973,0.723113,-0.087175,-0.252313,,,,,1.078,-0.698775,-0.791037,-0.491838,,,,,0.53075,0.910113,-0.179575,-0.612013,,,,,1.1781,-0.260837,-0.904475,-0.787737,,,,,0.647488,-0.451137,1.03111,1.03455,,,,,-0.494038,-0.64735,-0.501463,0.306212,,,,,-0.736862,0.796523,0.90759,1.135082,,,,,1.416883
vFzaVrrP3CSltFTn3XctTBCEMXE3,2.02767513668037e-06,1.52617163544249e-06,1.10252788689764e-06,,1.06158742649652e-06,,,1.87642832701849e-06,2.78594088335275e-06,2.73774646549723e-06,2.67508615588475e-06,,1.06158742649652e-06,,,3.18307462003814e-06,9.6852507267816e-07,7.4252577693422e-07,8.312121212121e-08,,1.06158742649652e-06,,,1.3612555382816e-07,268.602986,132.144126,297.966046,,35.032385,,,154.390245,-3.491014,-2.712,-1.249864,,-0.98295,,,-4.10535,3.50115,3.131775,3.357343,,3.189,,,4.23895,8.620586,9.701512,9.187061,,8.92605,,,7.2337,-3.21495,-2.10405,-0.954,,-0.98295,,,-3.80805,-3.78,-3.11895,-1.72995,,-0.98295,,,-4.29705,4.032,3.49605,3.591,,3.189,,,4.27095,2.85405,2.80605,3.06495,,3.189,,,4.22295,8.973,10.056,9.82605,,8.92605,,,7.47,8.30295,9.213,8.54295,,8.92605,,,7.09605,9.944837,10.56045,9.86575,,9.529443,,,9.339156,0.465261,-0.702212,-0.395715,,0.125125,,,0.997883,0.394802,-0.769828,-0.622325,,-0.119763,,,0.945679,-0.71113,-0.790384,0.799534,,0.476025,,,-0.574291,0.8723,-0.265925,-0.010862,,0.125125,,,1.00691,0.170638,-0.982437,-0.65065,,0.125125,,,0.987938,0.8195,-0.367537,-0.28325,,-0.119763,,,0.982437,-0.109175,-1.01585,-0.928125,,-0.119763,,,0.913137,-0.603625,-0.619712,1.309,,0.476025,,,-0.500637,-0.7986,-0.909012,-0.335225,,0.476025,,,-0.641575,0.993246,1.334905,1.198275,,0.506556,,,1.490872
vFzaVrrP3CSltFTn3XctTBCEMXE3,2.02564947148957e-06,1.90550219424078e-06,1.08799097340263e-06,,5.4068027853807e-07,,,2.33429938777358e-06,3.3455508936507e-06,2.44685004856371e-06,2.32586957377697e-06,,5.4068027853807e-07,,,3.48652993180869e-06,1.0414513029452e-06,1.01234290763049e-06,1.1264705882353e-07,,5.4068027853807e-07,,,2.3581962514281e-07,248.351127,175.199712,277.167417,,27.034014,,,169.338224,-3.4508,-2.53638,-1.264737,,-1.155,,,-4.28025,3.47165,3.2124,3.093588,,2.87295,,,4.403025,8.204175,9.5616,9.2856,,8.973,,,7.721025,-3.042,-2.295,-0.73395,,-1.155,,,-3.45405,-3.837,-2.83095,-2.20905,,-1.155,,,-4.776,4.09905,3.333,3.19905,,2.87295,,,4.49205,3.06495,3.11295,2.90205,,2.87295,,,4.29,8.62905,9.78795,9.855,,8.973,,,8.18805,7.69005,9.25095,8.24595,,8.973,,,7.16295,9.567483,10.403699,9.879959,,9.492239,,,9.885923,0.383442,-0.480095,-0.4917,,-0.087038,,,0.895949,0.193096,-0.933212,-0.66621,,-0.247087,,,1.148708,-0.661352,-0.703725,0.74526,,0.71665,,,-0.674678,0.55825,0.066275,-0.210238,,-0.087038,,,1.08226,0.234437,-0.783475,-0.625488,,-0.087038,,,0.6402,0.62975,-0.346225,-0.430375,,-0.247087,,,1.43412,-0.201575,-1.36455,-0.92565,,-0.247087,,,0.8019,-0.642125,-0.427075,1.41116,,0.71665,,,-0.640063,-0.683237,-0.885363,-0.313363,,0.71665,,,-0.711012,0.83556,1.319595,1.251629,,0.76303,,,1.614029
vFzaVrrP3CSltFTn3XctTBCEMXE3,1.74659964317633e-06,1.4965120468119e-06,8.600019178192e-07,,,,,2.75217367618664e-06,3.16237186837823e-06,2.51281969578587e-06,2.04094525147816e-06,,,,,3.41697421514423e-06,1.2690476190476e-07,1.1323544332496e-07,5.505882352941e-08,,,,,2.07515201927815e-06,221.102518,241.954942,161.31578,,,,,195.032445,-3.633129,-2.224481,-1.340733,,,,,-3.8307,3.443571,3.29325,3.237,,,,,4.3317,8.388,9.289481,9.196,,,,,7.923,-3.31995,-1.13595,-1.12695,,,,,-3.55905,-4.42095,-3.33,-1.941,,,,,-4.14405,4.329,3.543,3.534,,,,,4.40505,2.81595,2.95005,3.12195,,,,,4.29,9.49095,9.90195,9.97905,,,,,8.34105,7.14405,8.84895,8.30295,,,,,7.479,9.804727,10.126605,9.847993,,,,,9.816278,0.508691,-0.609916,-0.395526,,,,,0.925101,0.379833,-0.729644,-0.588011,,,,,0.821931,-0.640279,-0.279728,0.956465,,,,,-0.593725,1.25125,-0.131038,-0.1045,,,,,1.10069,0.062838,-0.97845,-0.655187,,,,,0.795987,1.34337,-0.566225,-0.447562,,,,,1.02988,-0.14795,-0.928262,-0.813175,,,,,0.6655,-0.553163,0.844662,1.24919,,,,,-0.57255,-0.698913,-1.10729,0.310475,,,,,-0.60665,1.000229,1.20338,1.230215,,,,,1.376204
